title,condition,fuel,odometer,title status,transmission,url,price,cylinders,drive,paint color,size,type,VIN,brand
2018 Nissan Altima,excellent,gas,117903,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2018-nissan-altima-25-sv/7688251423.html,11787,4 cylinders,fwd,black,,sedan,1N4AL3AP4JC474094,nissan
2014 Ford F-250 SD,excellent,diesel,164554,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2014-ford-250-sd-platinum-crew/7688250693.html,35787,8 cylinders,4wd,black,full-size,truck,1FT7W2BT2EEB38987,ford
2010 Ford Explorer Sport Trac,excellent,gas,136979,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2010-ford-explorer-sport-trac/7688249791.html,9669,6 cylinders,4wd,blue,full-size,truck,1FMEU5BE2AUA44684,ford
2013 Honda Pilot,excellent,gas,166966,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2013-honda-pilot-ex-4wd-spd-at/7688247594.html,10987,6 cylinders,4wd,black,full-size,SUV,5FNYF4H52DB069711,honda
2011 Subaru Tribeca,excellent,gas,129954,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2011-subaru-tribeca-limited/7688245831.html,7487,6 cylinders,4wd,silver,full-size,SUV,4S4WX9HD2B4401705,subaru
2016 Kia Sorento,excellent,gas,129898,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2016-kia-sorento-lx-awd/7688244504.html,9987,4 cylinders,4wd,custom,full-size,SUV,5XYPGDA33GG080652,kia
2011 Ford F-150,excellent,gas,45223,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2011-ford-150-4wd-supercab-163/7688244455.html,18787,8 cylinders,4wd,grey,full-size,truck,1FTFX1EF5BFA53950,ford
2013 GMC Savana,excellent,gas,135469,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2013-gmc-savana-g2500-cargo/7688244214.html,13487,8 cylinders,rwd,white,full-size,van,1GTW7FCA6D1110080,gmc
2014 Nissan Rogue,excellent,gas,239454,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2014-nissan-rogue-awd/7688244144.html,5888,4 cylinders,4wd,grey,full-size,SUV,5N1AT2MV5EC855355,nissan
2010 Volkswagen Tiguan,excellent,gas,117475,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2010-volkswagen-tiguan-4motion/7688243571.html,6787,4 cylinders,4wd,grey,full-size,SUV,WVGBV7AX2AW524078,volkswagen
2009 Mercury Milan,excellent,gas,187212,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2009-mercury-milan-i4/7688243431.html,3250,4 cylinders,fwd,black,,sedan,3MEHM07Z99R607795,
2016 Kia Soul,excellent,gas,100173,clean,manual,https://southjersey.craigslist.org/ctd/d/riverton-2016-kia-soul-base-6a/7688243362.html,8887,4 cylinders,fwd,black,full-size,SUV,KNDJN2A22G7336834,kia
2009 Dodge Journey,excellent,gas,166530,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2009-dodge-journey-se/7688243173.html,3950,4 cylinders,fwd,custom,full-size,SUV,3D4GG47B89T580318,dodge
2009 Ford Focus,excellent,gas,125806,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2009-ford-focus-ses-coupe/7688243015.html,4387,4 cylinders,fwd,black,mid-size,coupe,1FAHP33N29W171100,ford
2005 Mercury Montego,excellent,gas,106425,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2005-mercury-montego-luxury/7688243016.html,3550,6 cylinders,fwd,green,,sedan,1MEFM40185G628285,
2008 honda odyssey touring,,gas,221000,clean,automatic,https://southjersey.craigslist.org/ctd/d/camden-2008-honda-odyssey-touring/7688242738.html,2950,,,,,,,honda
2002 Saturn LS,,gas,145648,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2002-saturn-ls-l100-4dr-sedan/7688229347.html,2350,4 cylinders,fwd,,,sedan,1G8JS54FX2Y544093,
2018 2018 DODGE CHARGER RT,new,gas,51250,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2018-dodge-chrger-t-500d-59wk/7688228732.html,17995,8 cylinders,,grey,full-size,sedan,,dodge
2014 kia optima ex 4dr sedan,like new,gas,29650,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2014-kia-optima-295-down/7688228031.html,10995,6 cylinders,,grey,full-size,sedan,,kia
2011 2011 BMW 550,good,gas,97412,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2011-bmw-550/7688225017.html,9900,8 cylinders,rwd,,,,WBAFR9C57BC757715,bmw
2012 Hyundai Sonata 2.0t limited,excellent,gas,98000,clean,automatic,https://southjersey.craigslist.org/cto/d/villas-2012-hyundai-sonata-limited-20/7688218134.html,10900,4 cylinders,fwd,white,full-size,sedan,,hyundai
2015 BMW 3 Series,good,gas,129453,clean,automatic,https://southjersey.craigslist.org/ctd/d/camden-2015-bmw-series-4dr-sdn-320i-rwd/7688214988.html,9995,4 cylinders,rwd,grey,,sedan,WBA3B1G57FNT05986,bmw
2010 Jeep Wrangler Unlimited,good,gas,104248,clean,automatic,https://southjersey.craigslist.org/ctd/d/camden-2010-jeep-wrangler-unlimited-4wd/7688214784.html,13995,6 cylinders,4wd,black,full-size,SUV,1J4HA5H12AL123576,jeep
2000 Mercedes SL500,,gas,100000,clean,automatic,https://southjersey.craigslist.org/ctd/d/westville-2000-mercedes-benz-sl500/7688214411.html,9995,,,,,,,
2008 Dodge Durango,,gas,137000,clean,automatic,https://southjersey.craigslist.org/ctd/d/westville-2008-dodge-durango-slt-third/7688214231.html,5500,,,,,,,dodge
2007 Toyota Camry,,gas,173700,clean,automatic,https://southjersey.craigslist.org/ctd/d/westville-2007-toyota-camry-cylinder-le/7688214138.html,5500,,,,,,,toyota
2005 chrysler town and country limite,,gas,111000,clean,automatic,https://southjersey.craigslist.org/ctd/d/westville-2005-chrysler-town-and/7688214055.html,5500,,,,,,,chrysler
2011 Jeep Grand Cherokee,,gas,107500,clean,automatic,https://southjersey.craigslist.org/ctd/d/westville-2011-jeep-grand-cherokee/7688213926.html,11999,,,,,,,jeep
2004 acura mdx,,gas,135900,clean,automatic,https://southjersey.craigslist.org/ctd/d/cherry-hill-2004-acura-mdx-touring-door/7688213783.html,6500,,,,,,,acura
2005 cadillac escalade esv,,gas,215000,clean,automatic,https://southjersey.craigslist.org/ctd/d/westville-2005-cadillac-escalade-esv/7688213578.html,4500,,,,,,,cadillac
2013 dodge dart limited,,gas,124000,clean,automatic,https://southjersey.craigslist.org/ctd/d/westville-2013-dodge-dart-limited/7688213447.html,9995,,,,,,,dodge
2008 chrysler town & country limited,,gas,186000,clean,automatic,https://southjersey.craigslist.org/ctd/d/westville-2008-chrysler-town-and/7688213370.html,5995,,,,,,,chrysler
2010 saab 9-3X,,gas,104000,clean,automatic,https://southjersey.craigslist.org/ctd/d/westville-2010-saab-93-station-wagon/7688213292.html,10500,,,,,,,saab
1999 saturn sc1,,gas,137000,salvage,automatic,https://southjersey.craigslist.org/ctd/d/westville-1999-saturn-sc1-coupe-137k/7688213197.html,1995,,,,,,,
2014 nissan versa,good,gas,68000,clean,automatic,https://southjersey.craigslist.org/cto/d/sicklerville-nissan-versa/7688213186.html,6000,4 cylinders,,,,,,nissan
2014 jeep wrangler unlimited sport,,gas,105500,clean,automatic,https://southjersey.craigslist.org/ctd/d/delanco-2014-jeep-wrangler-unlimited/7688213045.html,23499,,,,,,,jeep
2010 Kia Soul,,gas,130582,clean,automatic,https://southjersey.craigslist.org/ctd/d/spotswood-2010-kia-soul-4dr-crossover-4a/7688202896.html,6000,4 cylinders,fwd,,,wagon,KNDJT2A26A7140814,kia
2007 Subaru Forester,,gas,120211,clean,automatic,https://southjersey.craigslist.org/ctd/d/spotswood-2007-subaru-forester-25/7688202862.html,6500,4 cylinders,4wd,black,,SUV,JF1SG65687H731863,subaru
2013 Subaru Outback,,gas,215849,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2013-subaru-outback-25i/7688196251.html,2550,4 cylinders,4wd,white,,wagon,4S4BRBCC2D3253966,subaru
2007 Nissan Murano,,other,136662,clean,automatic,https://southjersey.craigslist.org/ctd/d/prospect-park-2007-nissan-murano-awd/7688190842.html,0,,,,,,,nissan
2018 RAM 1500,,other,192845,clean,other,https://southjersey.craigslist.org/ctd/d/prospect-park-2018-ram-1500-tradesman/7688188726.html,0,,,,,,,ram
2016 chevrolet silverado,good,gas,205000,clean,automatic,https://southjersey.craigslist.org/cto/d/hammonton-chevy-silverado/7688182508.html,10500,6 cylinders,rwd,white,full-size,pickup,,chevrolet
2003 dodge ram 2500 quad cab,,gas,183654,clean,automatic,https://southjersey.craigslist.org/cto/d/lumberton-2003-dodge-ram-2500-super-cab/7688152913.html,4000,,,,,,,ram
2005 volkswagen beetle convertible,good,gas,71825,clean,automatic,https://southjersey.craigslist.org/cto/d/burlington-2005-volkswagen-beetle/7688152505.html,3900,,fwd,,,,,volkswagen
2005 cadillac deville dhs,,gas,87535,clean,automatic,https://southjersey.craigslist.org/cto/d/burlington-2005-cadillac-dhsonly-87k/7688152124.html,2800,,,,,,,cadillac
2004 chrysler pacifica touring,,gas,198000,clean,automatic,https://southjersey.craigslist.org/cto/d/egg-harbor-township-chrysler-pacifica/7688141886.html,2000,,,,,,,chrysler
2015 2015 AUDI A 8,good,gas,139660,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2015-audi-8/7688141703.html,10900,6 cylinders,4wd,,,,WAUJGAFD8FN006413,audi
1997 Isuzu NPR,good,gas,164601,clean,automatic,https://southjersey.craigslist.org/cto/d/hainesport-97-isuzu-npr-box-truck-gas/7688129740.html,8000,,,white,,truck,,
2008 gmc yukon,,gas,180000,clean,automatic,https://southjersey.craigslist.org/cto/d/clementon-2008-gmc-yukon-slt/7688128892.html,6250,,,,,,,gmc
2010 2010 MINI COOPER,good,gas,148553,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2010-mini-cooper/7688127780.html,4900,4 cylinders,fwd,,,,WMWMF7C50ATZ74364,mini
2016 2016 GMC 2500 Cargo Van,excellent,gas,87000,clean,automatic,https://southjersey.craigslist.org/cto/d/blackwood-2016-gmc-2500-savanna-cargo/7688118953.html,23900,8 cylinders,rwd,white,full-size,van,,gmc
2015 15 Ford F350 Dump Truck,excellent,gas,31000,clean,automatic,https://southjersey.craigslist.org/cto/d/blackwood-2015-ford-f350-dump-truck-31k/7688117844.html,37900,8 cylinders,4wd,blue,full-size,truck,,ford
2020 Hyundai Elantra SEL,excellent,gas,58450,clean,automatic,https://southjersey.craigslist.org/cto/d/delanco-2020-hyundai-elantra-sel/7688117531.html,14900,4 cylinders,fwd,black,mid-size,sedan,5NPD84LF6LH613507,hyundai
2013 Hyundai Elantra,,gas,247684,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2013-hyundai-elantra-gls-4dr/7688110092.html,2995,4 cylinders,fwd,silver,,sedan,5NPDH4AE6DH347921,hyundai
2009 Ford Flex,,gas,197344,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2009-ford-flex-limited/7688110051.html,3650,6 cylinders,fwd,black,,SUV,2FMDK53C89BA07008,ford
2015 2015 BMW X 5,good,gas,128655,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2015-bmw-5/7688109539.html,13900,6 cylinders,4wd,,,,5UXKR0C5XF0P07426,bmw
2006 ford crown victoria police,,gas,146000,clean,automatic,https://southjersey.craigslist.org/cto/d/cherry-hill-2006-crown-victoria-p71/7688098805.html,4500,,,,,,,ford
2012 JEEP WRANGLER,,other,105487,clean,automatic,https://southjersey.craigslist.org/ctd/d/lodi-2012-jeep-wrangler-unlimited-4wd/7688094078.html,16999,,4wd,silver,,SUV,1C4HJWEG5CL190177,jeep
2010 ACURA TL,,gas,140016,clean,automatic,https://southjersey.craigslist.org/ctd/d/lodi-2010-acura-tl-4dr-sdn-2wd-tech-18/7688093724.html,8599,,,white,,sedan,19UUA8F56AA013686,acura
2016 JEEP CHEROKEE,,gas,148398,clean,automatic,https://southjersey.craigslist.org/ctd/d/lodi-2016-jeep-cherokee-4wd-4dr/7688093647.html,9499,,4wd,black,,SUV,1C4PJMBS3GW133277,jeep
2013 BMW 328I,,gas,106554,clean,automatic,https://southjersey.craigslist.org/ctd/d/lodi-2013-bmw-series-2dr-cpe-328i/7688093426.html,8499,,,white,,coupe,WBAKF3C52DJ385476,bmw
2015 BMW X5,,gas,122452,clean,automatic,https://southjersey.craigslist.org/ctd/d/lodi-2015-bmw-x5-awd-4dr-xdrive35i/7688093387.html,14999,,,black,,SUV,5UXKR0C53F0K71843,bmw
2014 VOLKSWAGEN CC,,gas,135224,clean,automatic,https://southjersey.craigslist.org/ctd/d/lodi-2014-volkswagen-cc-4dr-sdn-dsg/7688093318.html,6999,,,blue,,sedan,WVWBP7AN5EE506537,volkswagen
2014 BMW X1,,gas,131235,clean,automatic,https://southjersey.craigslist.org/ctd/d/lodi-2014-bmw-x1-awd-4dr-xdrive28i/7688093265.html,8499,,,black,full-size,SUV,WBAVL1C52EVY11560,bmw
2014 BMW 328I,,gas,157321,clean,automatic,https://southjersey.craigslist.org/ctd/d/lodi-2014-bmw-series-4dr-sdn-328i/7688093213.html,7999,,,white,compact,sedan,WBA3B5G52ENS11147,bmw
2013 2013 GMC TERRAIN,good,gas,175327,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2013-gmc-terrain/7688085438.html,4900,4 cylinders,4wd,,,,2GKFLVEKXD6350276,gmc
2002 buick lasabre,good,gas,83200,clean,automatic,https://southjersey.craigslist.org/cto/d/riverton-2002-buick-lasabre-miles/7688078698.html,4000,6 cylinders,fwd,silver,full-size,sedan,,buick
2008 Hyundai Veracruz,,gas,215120,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2008-hyundai-veracruz-gls/7688075676.html,2995,6 cylinders,fwd,silver,,SUV,KM8NU13C08U072600,hyundai
2012 mercedes-benz sprinter 2500,excellent,diesel,302499,clean,automatic,https://southjersey.craigslist.org/ctd/d/palmyra-2012-mercedes-sprinter-2500/7688075518.html,10990,6 cylinders,,white,full-size,van,,mercedes-benz
2010 chevrolet silverado 1500,excellent,hybrid,47656,clean,automatic,https://southjersey.craigslist.org/ctd/d/palmyra-2010-chevrolet-silverado-1500/7688064579.html,14990,6 cylinders,,white,full-size,pickup,,chevrolet
2013 Subaru XV Crosstrek,,gas,147390,clean,automatic,https://southjersey.craigslist.org/ctd/d/spotswood-2013-subaru-xv-crosstrek-20i/7688055143.html,9200,4 cylinders,4wd,black,,wagon,JF2GPAVC8D2810717,subaru
2010 Mazda CX-9,,gas,157341,clean,automatic,https://southjersey.craigslist.org/ctd/d/spotswood-2010-mazda-cx-grand-touring/7688055068.html,7200,6 cylinders,4wd,black,,SUV,JM3TB3MV6A0234389,mazda
2009 09 Ford F250 Plow Pickup,excellent,gas,112000,clean,automatic,https://southjersey.craigslist.org/cto/d/blackwood-2009-ford-f250-4x4-plow/7688045788.html,18900,8 cylinders,4wd,green,full-size,pickup,,ford
2006 ford f250 super duty lariat,good,gas,121000,salvage,automatic,https://southjersey.craigslist.org/cto/d/philadelphia-2006-ford-f250-v8-lifted/7688045497.html,11500,8 cylinders,4wd,black,full-size,truck,,ford
2001 Mercury Marquis LS,good,gas,183000,clean,automatic,https://southjersey.craigslist.org/cto/d/medford-2001-mercury-grand-marquis-ls/7688042389.html,2900,8 cylinders,rwd,custom,full-size,sedan,,
2000 international 4700,,diesel,16416,clean,automatic,https://southjersey.craigslist.org/ctd/d/millville-300-hp-mickey-truck-on/7688031053.html,14800,,,,,,,
2010 Acura MDX,,gas,168595,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2010-acura-mdx-sh-awd-4dr-suv/7688029976.html,5995,6 cylinders,4wd,,,SUV,2HNYD2H22AH510205,acura
2006 chevrolet corvette convertible,excellent,gas,44000,clean,manual,https://southjersey.craigslist.org/cto/d/marlton-2006-corvette/7688024691.html,30000,8 cylinders,rwd,silver,full-size,convertible,,chevrolet
2017 2017 Nissan Rogue SL AWD,like new,gas,122730,clean,automatic,https://southjersey.craigslist.org/ctd/d/gloucester-city-2017-nissan-rogue-sl-awd/7688019273.html,13995,4 cylinders,4wd,blue,full-size,SUV,,nissan
2005 honda civic lx,fair,gas,225705,salvage,automatic,https://southjersey.craigslist.org/cto/d/shamong-2005-honda-civic/7688011591.html,1600,4 cylinders,fwd,,,,,honda
2001 bmw 740il,good,gas,221500,clean,automatic,https://southjersey.craigslist.org/cto/d/absecon-bmw-740il-2001/7687994917.html,2950,8 cylinders,rwd,green,full-size,sedan,WBAGH83401DP32186,bmw
2012 chevy equinox,excellent,gas,130000,clean,automatic,https://southjersey.craigslist.org/cto/d/cherry-hill-2012-chevy-equinox/7687986530.html,5100,,,,,SUV,,chevy
2013 FORD EDGE,excellent,gas,121265,clean,automatic,https://southjersey.craigslist.org/ctd/d/west-berlin-2013-ford-edge-se/7687986372.html,6900,6 cylinders,fwd,blue,,SUV,2FMDK3GC3DBE36130,ford
2010 CHEVROLET EQUINOX,excellent,gas,109178,clean,automatic,https://southjersey.craigslist.org/ctd/d/west-berlin-2010-chevrolet-equinox-lt/7687986161.html,5900,6 cylinders,4wd,red,,SUV,2CNFLEEY4A6335540,chevrolet
2013 mazda 3,excellent,gas,130000,clean,automatic,https://southjersey.craigslist.org/cto/d/cherry-hill-2013-mazda3/7687985852.html,4900,4 cylinders,rwd,,,sedan,,mazda
2010 Toyota Prius,excellent,gas,107855,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2010-toyota-prius-prius/7687984144.html,9387,4 cylinders,fwd,blue,,,JTDKN3DU6A1303188,toyota
2012 Ford F-150,excellent,gas,187978,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2012-ford-150-4wd-supercrew/7687983606.html,9987,6 cylinders,4wd,blue,full-size,truck,1FTFW1ET2CKD91856,ford
2014 Ford F-150,excellent,gas,117763,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2014-ford-150-4wd-supercrew/7687983139.html,21387,6 cylinders,4wd,custom,full-size,truck,1FTFW1ET0EKF42289,ford
2012 Ford Fusion,excellent,gas,124211,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2012-ford-fusion-sel/7687982260.html,5787,6 cylinders,fwd,red,,sedan,3FAHP0JG4CR444129,ford
2002 Ford Explorer,,gas,167534,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2002-ford-explorer-xls-4dr/7687979289.html,1995,6 cylinders,4wd,,,SUV,1FMZU72K32ZC54363,ford
2007 Hyundai,excellent,gas,184000,clean,automatic,https://southjersey.craigslist.org/cto/d/marlton-2007-hyundai-authorage/7687971278.html,3400,6 cylinders,fwd,silver,full-size,van,,hyundai
2018 Audi Q3,good,gas,137362,clean,automatic,https://southjersey.craigslist.org/ctd/d/camden-2018-audi-q3-20-tfsi-sport/7687954549.html,10995,4 cylinders,4wd,black,full-size,SUV,WA1ECCFS4JR011050,audi
2016 Infiniti QX70,good,gas,116756,clean,automatic,https://southjersey.craigslist.org/ctd/d/camden-2016-infiniti-qx70-rwd-4dr/7687954147.html,8995,6 cylinders,4wd,custom,full-size,SUV,JN8CS1MU1GM671436,infiniti
2001 Dodge Dakota,good,gas,223668,clean,automatic,https://southjersey.craigslist.org/ctd/d/camden-2001-dodge-dakota-club-cab-131/7687954123.html,2995,8 cylinders,4wd,blue,full-size,truck,1B7GG22N61S115366,dodge
2004 Lexus RX 330,good,gas,155558,clean,automatic,https://southjersey.craigslist.org/ctd/d/camden-2004-lexus-rx-330-4dr-suv-awd/7687953649.html,6995,6 cylinders,4wd,custom,full-size,SUV,2T2HA31U34C004425,lexus
2013 Hyundai Veloster,excellent,gas,82051,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2013-hyundai-veloster-3dr-cpe/7687950405.html,6996,4 cylinders,fwd,grey,,sedan,KMHTC6AD8DU121362,hyundai
2017 Ford Fusion,excellent,gas,174919,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2017-ford-fusion-titanium/7687949008.html,8387,4 cylinders,fwd,silver,,sedan,3FA6P0K97HR269129,ford
2011 Nissan Altima,excellent,gas,164541,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2011-nissan-altima-25/7687948601.html,4787,4 cylinders,fwd,grey,,sedan,1N4AL2AP4BN420018,nissan
2013 Nissan Frontier,good,gas,124717,clean,automatic,https://southjersey.craigslist.org/ctd/d/newtonville-2013-nissan-frontier-crew/7687943477.html,17500,6 cylinders,4wd,custom,full-size,truck,1N6AD0EV8DN740947,nissan
2017 Chevrolet Silverado 3500HD,good,gas,133091,clean,automatic,https://southjersey.craigslist.org/ctd/d/newtonville-2017-chevrolet-silverado/7687943411.html,23500,8 cylinders,rwd,custom,full-size,truck,1GC5CYCGXHZ155358,chevrolet
2013 Chevrolet Silverado 2500,good,gas,113693,clean,automatic,https://southjersey.craigslist.org/ctd/d/newtonville-2013-chevrolet-silverado/7687943330.html,16500,8 cylinders,rwd,custom,full-size,truck,1GC2CVCG3DZ292363,chevrolet
2008 Subaru Impreza,good,gas,96570,clean,automatic,https://southjersey.craigslist.org/ctd/d/newtonville-2008-subaru-impreza-25i-door/7687943323.html,8990,4 cylinders,4wd,red,,wagon,JF1GH61658H819649,subaru
2011 Kia Sportage,good,gas,43539,clean,automatic,https://southjersey.craigslist.org/ctd/d/newtonville-2011-kia-sportage-ex-awd/7687943304.html,13500,4 cylinders,4wd,silver,full-size,SUV,KNDPCCA23B7089872,kia
2014 Kia Optima,good,gas,76347,clean,automatic,https://southjersey.craigslist.org/ctd/d/newtonville-2014-kia-optima-ex/7687943282.html,13900,4 cylinders,fwd,custom,,sedan,5XXGN4A78EG303908,kia
2007 Hyundai Santa Fe,good,gas,142192,clean,automatic,https://southjersey.craigslist.org/ctd/d/newtonville-2007-hyundai-santa-fe-se-awd/7687943084.html,6990,6 cylinders,4wd,custom,full-size,SUV,5NMSH73E37H073570,hyundai
2014 Dodge Avenger,good,gas,114025,clean,automatic,https://southjersey.craigslist.org/ctd/d/newtonville-2014-dodge-avenger-sxt/7687943067.html,9500,4 cylinders,fwd,custom,,sedan,1C3CDZCB7EN181759,dodge
2002 toyota camry,fair,gas,195000,clean,automatic,https://southjersey.craigslist.org/cto/d/moorestown-2002-toyota-camry-le/7687939061.html,2500,4 cylinders,fwd,blue,mid-size,coupe,,toyota
2001 ford f-150 xlt 4x4,good,gas,200000,clean,automatic,https://southjersey.craigslist.org/cto/d/berlin-2001-ford-150-xlt-54l-v8-4x4/7687937748.html,4100,8 cylinders,4wd,blue,,truck,,ford
2018 dodge charger r/t,new,gas,14305,clean,automatic,https://southjersey.craigslist.org/ctd/d/riverton-2018-challenger-rt-all-vehs/7687926664.html,0,6 cylinders,4wd,black,full-size,coupe,,dodge
2011 Jeep Grand Cherokee,,gas,135792,clean,automatic,https://southjersey.craigslist.org/ctd/d/spotswood-2011-jeep-grand-cherokee/7687923921.html,8000,6 cylinders,4wd,,,SUV,1J4RR4GG5BC534484,jeep
2011 Hyundai Santa Fe,,gas,90084,clean,automatic,https://southjersey.craigslist.org/ctd/d/spotswood-2011-hyundai-santa-fe-se-4dr/7687923836.html,7500,6 cylinders,fwd,,,SUV,5XYZH4AG7BG057649,hyundai
2000 Nissan Pathfinder,,gas,194567,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2000-nissan-pathfinder-le/7687923407.html,1995,6 cylinders,4wd,,,SUV,JN8AR07Y6YW431655,nissan
2003 2003 gmc yukon,,gas,216000,clean,automatic,https://southjersey.craigslist.org/cto/d/browns-mills-2003-gmc-yukon-denali/7687893656.html,3700,,,green,,,,gmc
1993 mercedes benz s500,,gas,200000,clean,automatic,https://southjersey.craigslist.org/cto/d/shamong-1993-mercedes-s500/7687882725.html,1500,,,,,,,
2000 Chervolet pickup,,gas,57000,clean,automatic,https://southjersey.craigslist.org/cto/d/berlin-2000-chevy-pickup/7687877747.html,1950,,,,,,,
1990 Ford Crown Victoria,,gas,97038,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-1990-ford-crown-victoria/7687872977.html,2395,8 cylinders,fwd,,,sedan,2FACP73F0LX121298,ford
2009 mercedes benz c300 4matic,excellent,gas,140000,clean,automatic,https://southjersey.craigslist.org/cto/d/oceanville-mercedes-benz-matic-sport/7687850178.html,4700,6 cylinders,4wd,silver,mid-size,sedan,,
2012 Nissan Altima,,gas,88738,clean,automatic,https://southjersey.craigslist.org/ctd/d/spotswood-2012-nissan-altima-35-sr-4dr/7687846190.html,8800,6 cylinders,fwd,silver,,sedan,1N4BL2AP1CC104643,nissan
2015 Nissan Altima,,gas,110085,clean,automatic,https://southjersey.craigslist.org/ctd/d/spotswood-2015-nissan-altima-25-4dr/7687846124.html,8000,4 cylinders,fwd,black,,sedan,1N4AL3AP4FC491761,nissan
2013 Dodge Avenger,,gas,147111,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2013-dodge-avenger-se-4dr/7687839053.html,2995,4 cylinders,fwd,white,,sedan,1C3CDZABXDN519415,dodge
2007 Chevrolet Express Cargo Van,,other,232560,clean,automatic,https://southjersey.craigslist.org/ctd/d/prospect-park-2007-chevrolet-express/7687838780.html,0,,,,,,,chevrolet
2010 ford f250 super duty,fair,gas,99003,clean,automatic,https://southjersey.craigslist.org/cto/d/medford-2010-ford-f250-4x4/7687769856.html,5500,8 cylinders,4wd,white,full-size,truck,,ford
2004 ford f250 super duty,good,diesel,235000,clean,automatic,https://southjersey.craigslist.org/cto/d/glassboro-ford-250-super-duty/7687761201.html,5500,8 cylinders,4wd,black,,pickup,,ford
2004 GMC Envoy,,gas,193478,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2004-gmc-envoy-slt-4wd-4dr/7687754543.html,2650,6 cylinders,4wd,,,SUV,1GKDT13SX42206436,gmc
2006 Audi A6,,gas,179080,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2006-audi-a6-32-avant/7687754506.html,3350,6 cylinders,4wd,blue,,wagon,WAUKH74FX6N136105,audi
2002 toyota camry,excellent,gas,195000,clean,automatic,https://southjersey.craigslist.org/cto/d/2002-toyota-camry-xle-cylinder/7687752001.html,4600,4 cylinders,fwd,blue,mid-size,sedan,4T1BE30KX2U594584,toyota
2005 Jaguar XJ8 Vanden Plas,,gas,75663,clean,automatic,https://southjersey.craigslist.org/ctd/d/freehold-2005-jaguar-xj8-vanden-plas/7687735302.html,12995,8 cylinders,rwd,black,,sedan,SAJWA82CX5SG42707,jaguar
2015 BMW 428i xDrive  MSport Package,,gas,63749,clean,automatic,https://southjersey.craigslist.org/ctd/d/toms-river-2015-bmw-428i-xdrive-msport/7687735181.html,19995,4 cylinders,4wd,grey,,coupe,WBA3N9C58FK247044,bmw
2006 Jeep Liberty,,gas,182698,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2006-jeep-liberty-sport-4dr/7687719229.html,1850,6 cylinders,4wd,,,SUV,1J4GL48K16W120666,jeep
1994 94 Ford Ranger,like new,gas,10000,clean,automatic,https://southjersey.craigslist.org/cto/d/west-berlin-1994-ford-ranger-pick-up/7687713138.html,2500,8 cylinders,rwd,black,mid-size,,,ford
2009 Honda Civic,excellent,gas,108112,clean,automatic,https://southjersey.craigslist.org/cto/d/lumberton-2009-honda-civic-lx/7687707259.html,6400,4 cylinders,fwd,red,mid-size,sedan,1HGFA16549L005442,honda
2014 2014 MERCEDES-BENZ E 350,good,gas,172779,clean,automatic,https://southjersey.craigslist.org/ctd/d/burlington-2014-mercedes-benz-350/7687700946.html,7900,6 cylinders,rwd,,,,WDDHF5KB2EA954446,mercedes-benz
